1684504544.29,1.04,4.00,4.096,47.6,37.25,20.923,-0.099,24.25,40.44,46.71,-0.53,0.13,0.40
1684504545.30,2.04,4.00,4.096,48.7,37.25,20.919,-0.081,24.25,40.54,46.61,-0.53,0.13,0.39
1684504546.30,3.04,4.00,4.096,48.2,37.25,20.923,-0.099,23.62,40.63,46.48,-0.55,0.14,0.39
1684504547.30,4.05,4.00,4.096,48.2,37.25,20.927,-0.096,23.09,40.73,46.61,-0.58,0.14,0.39
1684504548.30,5.05,4.00,4.096,48.7,37.25,20.927,-0.103,22.70,40.73,46.57,-0.59,0.14,0.39
1684504549.31,6.05,4.00,4.096,47.6,37.25,20.927,-0.085,22.46,40.73,46.48,-0.60,0.14,0.39
1684504550.31,7.05,4.00,4.096,48.7,37.25,20.927,-0.073,22.22,40.83,46.34,-0.61,0.15,0.38
1684504551.31,8.05,4.00,4.096,47.6,37.25,20.927,-0.081,22.08,40.87,46.38,-0.62,0.15,0.38
1684504552.31,9.06,4.00,4.096,48.7,37.25,20.927,-0.092,21.93,40.78,46.34,-0.62,0.14,0.38
1684504553.30,10.05,4.00,4.096,48.7,37.25,20.927,-0.096,21.84,40.68,46.43,-0.63,0.14,0.39
1684504554.30,11.04,4.00,4.096,48.7,37.125,20.927,-0.096,21.66,40.56,46.31,-0.63,0.14,0.39
1684504555.28,12.03,4.00,4.096,48.7,37.25,20.927,-0.073,21.74,40.68,46.48,-0.63,0.14,0.39
1684504556.28,13.03,4.00,4.096,48.7,37.25,20.923,-0.077,21.69,40.59,46.52,-0.63,0.14,0.39
1684504557.29,14.03,4.00,4.096,48.7,37.25,20.919,-0.103,21.64,40.54,46.57,-0.63,0.13,0.39
1684504558.29,15.03,4.00,4.096,48.7,37.125,20.923,-0.070,21.52,40.41,46.40,-0.63,0.13,0.39
1684504559.29,16.03,4.00,4.096,48.2,37.125,20.919,-0.088,21.47,40.32,46.17,-0.64,0.13,0.38
1684504560.29,17.03,4.00,4.096,48.7,37.125,20.919,-0.107,21.47,40.41,46.12,-0.64,0.13,0.38
1684504561.29,18.04,4.00,4.096,48.7,37.125,20.914,-0.107,21.47,40.41,45.85,-0.64,0.13,0.37
1684504562.29,19.04,4.00,4.096,48.7,37.125,20.914,-0.088,21.42,40.08,45.34,-0.64,0.12,0.35
1684504563.29,20.03,4.00,4.096,48.7,37.125,20.914,-0.081,21.42,39.89,45.02,-0.64,0.11,0.33
1684504564.27,21.02,4.00,4.096,48.7,37.125,20.910,-0.103,21.42,40.03,45.16,-0.64,0.12,0.34
1684504565.27,22.02,4.00,4.096,48.7,37.125,20.906,-0.132,21.42,40.03,45.34,-0.64,0.12,0.35
1684504566.26,23.0,4.00,4.096,48.7,37.125,20.901,-0.110,21.42,40.08,45.25,-0.64,0.12,0.34
1684504567.25,23.99,4.00,4.096,48.7,37.125,20.901,-0.073,21.37,40.22,45.25,-0.64,0.13,0.34
1684504568.24,24.99,4.00,4.096,48.7,37.125,20.897,-0.110,21.42,40.37,45.25,-0.64,0.13,0.34
1684504569.25,25.99,4.00,4.096,48.7,37.125,20.897,-0.096,21.37,40.37,45.07,-0.64,0.13,0.33
1684504570.25,26.99,4.00,4.096,48.2,37.125,20.897,-0.099,21.42,40.18,44.93,-0.64,0.12,0.33
1684504571.25,27.99,4.00,4.096,48.7,37.125,20.897,-0.107,21.37,40.32,44.79,-0.64,0.13,0.32
1684504572.24,28.98,4.00,4.096,49.2,37.125,20.897,-0.114,21.37,40.51,44.84,-0.64,0.14,0.32
1684504573.22,29.97,4.00,4.096,48.7,37.125,20.893,-0.118,21.37,40.61,44.97,-0.64,0.14,0.33
1684504574.22,30.96,4.00,4.096,48.7,37.125,20.888,-0.114,21.42,40.70,44.88,-0.64,0.15,0.33
1684504575.22,31.96,4.00,4.096,48.7,37.125,20.893,-0.092,21.37,40.84,44.70,-0.64,0.15,0.32
1684504576.20,32.95,4.00,4.096,48.7,37.125,20.893,-0.096,21.37,41.03,44.28,-0.64,0.16,0.30
1684504577.19,33.94,4.00,4.096,48.7,37.0,20.888,-0.066,21.24,41.00,44.02,-0.64,0.16,0.29
1684504578.19,34.93,4.00,4.096,48.7,37.125,20.888,-0.055,21.37,41.03,44.14,-0.64,0.16,0.29
1684504579.19,35.93,4.00,4.096,48.7,37.125,20.884,-0.107,21.37,41.18,44.14,-0.64,0.17,0.29
1684504580.19,36.93,4.00,4.096,48.7,37.125,20.884,-0.103,21.37,41.32,44.33,-0.64,0.17,0.30
1684504581.19,37.93,4.00,4.096,48.7,37.125,20.884,-0.088,21.42,41.32,44.61,-0.64,0.17,0.31
1684504582.19,38.94,4.00,4.096,48.7,37.125,20.880,-0.110,21.42,41.37,44.65,-0.64,0.17,0.32
1684504583.19,39.93,4.00,4.096,48.7,37.125,20.880,-0.107,21.42,41.18,44.74,-0.64,0.17,0.32
1684504584.20,40.94,4.00,4.096,48.7,37.125,20.880,-0.096,21.42,40.94,44.74,-0.64,0.16,0.32
1684504585.20,41.94,4.00,4.096,48.7,37.125,20.875,-0.088,21.42,40.61,44.70,-0.64,0.14,0.32
1684504586.20,42.94,4.00,4.096,48.7,37.125,20.875,-0.077,21.42,40.51,44.47,-0.64,0.14,0.31
1684504587.20,43.94,4.00,4.096,48.7,37.125,20.871,-0.085,21.42,40.51,44.05,-0.64,0.14,0.29
1684504588.20,44.94,4.00,4.096,49.2,37.0,20.867,-0.118,21.29,40.58,43.88,-0.64,0.15,0.29
