1675987196.87,0.07,14,22.36,0.073,66.705
1675987207.25,10.45,15,22.36,0.018,66.705
1675987217.62,20.82,15,22.36,0.015,67.192
1675987228.0,31.2,15,22.36,0.026,67.192
1675987238.38,41.58,14,22.36,0.011,66.218
1675987248.76,51.96,15,22.36,0.004,66.705
1675987259.12,62.32,14,22.36,0.022,66.218
1675987269.5,72.7,15,22.36,0.018,67.192
1675987279.87,83.07,15,22.36,0.011,65.731
1675987290.25,93.45,15,22.36,0.015,66.218
1675987300.62,103.82,15,22.36,0.018,66.218
1675987311.0,114.2,15,22.36,0.015,67.679
1675987321.38,124.58,15,22.36,0.011,67.679
1675987331.76,134.96,15,22.36,0.007,66.218
1675987342.13,145.33,15,22.36,0.011,66.705
1675987352.51,155.71,15,22.36,0.007,66.218
1675987362.89,166.09,15,22.36,0.018,66.218
1675987373.27,176.47,15,22.36,0.015,67.192
1675987383.64,186.84,14,22.36,0.011,65.731
1675987394.02,197.22,15,22.36,0.015,65.731
1675987404.4,207.6,15,22.36,0.011,65.731
1675987414.78,217.98,15,22.36,0.015,66.705
1675987425.15,228.35,15,22.36,0.004,65.244
1675987435.53,238.73,15,22.36,0.011,65.244
1675987445.91,249.11,15,22.36,0.007,65.731
1675987456.28,259.48,14,22.36,0.015,65.731
1675987466.66,269.86,15,22.36,0.022,65.731
1675987477.03,280.23,15,22.36,0.011,66.218
1675987487.41,290.61,14,22.36,0.022,66.218
1675987497.79,300.99,14,22.36,0.018,66.218
1675987508.16,311.36,15,22.36,0.022,65.731
1675987518.54,321.74,15,22.36,0.018,67.679
1675987528.92,332.12,15,22.36,0.015,65.731
1675987539.3,342.5,15,22.36,0.011,66.705
1675987549.68,352.88,15,22.36,0.018,65.244
1675987560.05,363.25,15,22.36,0.011,66.218
1675987570.43,373.63,15,22.36,0.018,65.731
1675987580.81,384.01,15,22.36,0.022,66.705
1675987591.19,394.39,15,22.36,0.004,66.218
1675987601.56,404.76,15,22.36,0.015,65.731
1675987611.94,415.14,15,22.36,0.015,66.705
1675987622.32,425.52,15,22.36,0.015,65.731
1675987632.7,435.9,14,22.36,0.018,66.218
1675987643.07,446.27,14,22.36,0.007,66.218
1675987653.45,456.65,14,22.36,0.015,65.731
1675987663.83,467.03,14,22.36,0.011,67.192
1675987674.21,477.41,0,22.36,0.015,65.731
1675987684.58,487.78,15,22.36,0.011,65.731
1675987694.96,498.16,15,22.36,0.015,65.731
1675987705.34,508.54,15,22.36,0.011,65.244
1675987715.72,518.92,15,22.36,0.011,66.218
1675987726.09,529.29,15,22.36,0.007,66.218
1675987736.47,539.67,15,22.36,0.018,66.218
1675987746.85,550.05,15,22.36,0.0,66.218
1675987757.22,560.42,15,22.36,0.011,65.731
1675987767.6,570.8,15,22.36,0.018,65.731
1675987777.98,581.18,15,22.36,0.018,65.731
1675987788.36,591.56,15,22.36,0.011,65.731
1675987798.73,601.93,15,22.36,0.018,65.731
1675987809.11,612.31,15,22.36,0.007,66.218
1675987819.48,622.68,15,22.36,0.011,66.705
1675987829.86,633.06,0,22.36,0.004,65.731
1675987840.24,643.44,15,22.36,0.011,65.731
1675987850.62,653.82,14,22.36,0.011,65.731
1675987860.98,664.18,15,22.36,0.004,65.731
1675987871.36,674.56,14,22.36,0.015,65.731
1675987881.73,684.93,15,22.36,0.004,66.218
1675987892.11,695.31,15,22.36,0.007,66.218
1675987902.49,705.69,15,22.36,0.004,66.218
1675987912.87,716.07,15,22.36,0.007,66.218
1675987923.24,726.44,15,22.36,0.018,65.731
1675987933.62,736.82,15,22.36,0.007,65.731
1675987944.0,747.2,15,22.36,0.007,65.731
1675987954.37,757.57,15,22.36,0.015,66.218
1675987964.75,767.95,14,22.36,0.007,65.244
1675987975.13,778.33,15,22.36,0.007,66.705
1675987985.51,788.7,15,22.36,0.011,65.731
1675987995.88,799.08,15,22.36,0.007,66.218
1675988006.26,809.46,15,22.36,0.007,65.244
1675988016.63,819.83,15,22.36,0.015,66.218
1675988027.01,830.21,15,22.36,0.004,66.218
1675988037.38,840.58,14,22.36,0.018,66.218
1675988047.75,850.95,14,22.36,0.004,65.244
1675988058.12,861.32,14,22.36,0.018,65.731
1675988068.5,871.7,15,22.36,-0.0,66.705
1675988078.87,882.07,15,22.36,0.015,66.218
1675988089.25,892.45,14,22.36,0.011,65.244
1675988099.62,902.82,14,22.36,0.022,65.731
1675988110.0,913.2,14,22.36,0.015,66.705
1675988120.37,923.57,15,22.36,0.007,65.731
1675988130.75,933.95,14,22.36,0.0,65.731
1675988141.13,944.33,15,22.36,0.007,65.244
1675988151.5,954.7,14,22.36,0.018,64.757
1675988161.88,965.08,15,22.36,0.007,65.244
1675988172.26,975.46,15,22.36,0.011,65.731
1675988182.64,985.84,15,22.36,0.004,66.218
1675988193.01,996.21,15,22.36,0.007,65.731
1675988203.38,1006.58,14,22.36,0.004,65.731
1675988213.76,1016.96,15,22.36,0.007,66.705
1675988224.13,1027.33,15,22.36,0.004,65.731
1675988234.51,1037.71,15,22.36,0.007,65.731
1675988244.89,1048.09,15,22.36,0.007,65.731
1675988255.27,1058.47,15,22.36,0.022,65.244
1675988265.64,1068.84,15,22.36,0.011,65.244
1675988276.02,1079.22,15,22.36,0.007,65.731
1675988286.4,1089.6,15,22.36,0.015,64.757
1675988296.78,1099.97,15,22.36,0.007,65.731
1675988307.15,1110.35,14,22.36,0.022,65.244
1675988317.52,1120.72,15,22.36,0.011,66.218
1675988327.9,1131.1,15,22.36,0.015,65.244
1675988338.28,1141.48,15,22.36,0.018,65.731
1675988348.66,1151.86,15,22.36,0.011,65.731
1675988359.03,1162.23,15,22.36,0.018,66.705
1675988369.41,1172.61,15,22.36,0.015,65.244
1675988379.79,1182.99,15,22.36,0.015,66.218
