20230207160519.7,0,-1.019e-06,4.7e-07,19.376,14.214,14.148,21.606,0
20230207160520.1,0.453004986047745,3.214e-06,7.8e-08,19.365,14.2,14.148,21.616,0.453004986047745
20230207160520.6,0.929998978972435,7.8e-08,2.35e-07,19.37,14.216,14.159,21.597,0.929998978972435
20230207160521,1.3710044324398,-5.49e-07,5.49e-07,19.363,14.206,14.153,21.591,1.3710044324398
20230207160521.5,1.8320057541132,-3.92e-07,0,19.372,14.189,14.146,21.585,1.8320057541132
20230207160521.9,2.28200331330299,1.568e-06,-3.14e-07,19.39,14.198,14.15,21.587,2.28200331330299
20230207160522.4,2.73499824106693,4.7e-07,-2.35e-07,19.374,14.187,14.132,21.583,2.73499824106693
20230207160522.9,3.19599956274033,-4.7e-07,7.8e-08,19.39,14.218,14.136,21.583,3.19599956274033
20230207160523.3,3.63300181925297,3.14e-07,6.27e-07,19.378,14.193,14.13,21.585,3.63300181925297
20230207160523.7,4.08600680530071,-5.49e-07,2.35e-07,19.39,14.2,14.124,21.565,4.08600680530071
20230207160524.2,4.5469980686903,-5.49e-07,-7.8e-08,19.38,14.226,14.138,21.573,4.5469980686903
20230207160524.8,5.18800243735313,7.84e-07,7.05e-07,19.402,14.216,14.161,21.552,5.18800243735313
20230207160525.3,5.6560043245554,3.92e-07,3.92e-07,19.398,14.226,14.165,21.552,5.6560043245554
