20230207155213.7,0,1.57e-07,6.27e-07,15.82,12.681,12.712,19.144,0
20230207155214.7,0.937995314598083,1.489e-06,-3.14e-07,15.82,12.681,12.716,19.155,0.937995314598083
20230207155215.3,1.54699422419071,-7.8e-08,7.8e-08,15.832,12.677,12.716,19.163,1.54699422419071
20230207155215.8,2.0939938724041,1.254e-06,7.05e-07,15.818,12.702,12.712,19.163,2.0939938724041
20230207155216.4,2.69899964332581,2.35e-07,5.49e-07,15.824,12.7,12.72,19.177,2.69899964332581
20230207155217,3.23099233210087,1.333e-06,-3.92e-07,15.838,12.69,12.712,19.177,3.23099233210087
20230207155217.4,3.68399731814861,-1.176e-06,-7.8e-08,15.828,12.702,12.734,19.183,3.68399731814861
20230207155217.9,4.13699224591255,3.92e-07,-2.35e-07,15.854,12.714,12.732,19.185,4.13699224591255
20230207155218.3,4.5899972319603,1.411e-06,1.57e-07,15.85,12.685,12.718,19.187,4.5899972319603
20230207155218.8,5.04299215972424,-3.92e-07,1.57e-07,15.846,12.694,12.724,19.183,5.04299215972424
20230207155219.2,5.49199394881725,1.176e-06,2.35e-07,15.852,12.714,12.73,19.208,5.49199394881725
20230207155219.7,5.94599470496178,7.05e-07,7.8e-08,15.836,12.718,12.728,19.216,5.94599470496178
20230207155220.1,6.39899969100952,7.8e-08,-2.35e-07,15.873,12.687,12.743,19.232,6.39899969100952
20230207155220.6,6.85199461877346,1.489e-06,2.35e-07,15.852,12.708,12.724,19.234,6.85199461877346
20230207155221,7.30499960482121,-2.35e-07,6.27e-07,15.855,12.7,12.732,19.244,7.30499960482121
20230207155221.5,7.76999406516552,5.49e-07,7.8e-08,15.855,12.714,12.739,19.24,7.76999406516552
