1675986727.3,0.08,14,22.54,0.029,66.218
1675986727.67,0.44,14,19.71,0.011,64.757
1675986728.04,0.81,14,19.71,0.007,66.705
1675986728.41,1.18,14,19.71,0.011,66.218
1675986728.78,1.55,15,19.71,0.022,65.731
1675986729.14,1.92,14,19.71,0.015,65.731
1675986729.51,2.28,14,19.71,0.015,66.218
1675986729.88,2.65,15,19.71,0.011,65.731
1675986730.25,3.02,14,19.71,0.011,65.731
1675986730.61,3.39,15,19.71,0.004,64.757
1675986730.98,3.75,14,19.71,0.015,65.244
1675986731.35,4.12,14,19.71,0.015,66.705
1675986731.72,4.49,15,19.71,0.018,66.218
1675986732.09,4.86,15,19.71,0.011,65.244
1675986732.45,5.23,14,19.71,0.018,65.244
1675986732.82,5.59,15,19.71,0.015,66.218
1675986733.19,5.96,15,19.71,0.011,66.218
1675986733.56,6.33,14,19.71,0.022,65.731
1675986733.92,6.7,15,19.71,0.007,65.244
1675986734.29,7.06,15,19.71,0.007,65.731
1675986734.66,7.43,14,19.71,0.007,66.218
1675986735.03,7.8,15,19.71,0.007,66.218
1675986735.39,8.17,15,19.71,0.004,66.705
1675986735.76,8.53,15,19.71,0.015,66.218
1675986736.13,8.9,15,19.71,0.011,65.731
1675986736.5,9.27,15,19.71,0.015,65.244
1675986736.87,9.64,14,19.71,0.018,65.731
1675986737.24,10.01,15,19.71,0.015,66.218
1675986737.61,10.38,14,19.71,0.018,66.218
1675986737.97,10.75,15,19.71,0.011,65.731
1675986738.34,11.11,15,19.71,0.004,65.731
1675986738.71,11.48,15,19.71,0.018,66.218
1675986739.08,11.85,14,19.71,0.007,66.218
1675986739.45,12.22,15,19.71,0.007,65.731
1675986739.81,12.59,15,19.71,0.015,65.244
1675986740.18,12.95,15,19.71,0.015,65.244
1675986740.55,13.32,15,19.71,0.004,66.218
1675986740.92,13.69,14,19.71,0.007,65.731
1675986741.28,14.06,15,19.71,0.015,65.244
1675986741.65,14.42,15,19.71,0.022,65.731
1675986742.02,14.79,14,19.71,0.022,65.731
1675986742.39,15.16,15,19.71,0.022,66.705
1675986742.76,15.53,15,19.71,0.018,66.218
1675986743.12,15.9,14,19.71,0.015,65.244
1675986743.49,16.26,15,19.71,0.011,66.218
1675986743.86,16.63,15,19.71,0.018,66.218
1675986744.23,17.0,15,19.71,0.011,65.731
1675986744.59,17.37,15,19.71,0.018,64.757
1675986744.96,17.73,14,19.71,0.015,65.731
1675986745.33,18.1,15,19.71,0.018,65.731
1675986745.7,18.47,15,19.71,0.018,65.731
1675986746.07,18.84,15,19.71,0.004,65.731
1675986746.44,19.21,14,19.71,0.015,66.705
1675986746.8,19.57,15,19.71,0.007,65.731
1675986747.17,19.94,15,19.71,0.011,65.244
1675986747.54,20.31,15,19.71,0.018,65.731
1675986747.91,20.68,15,19.71,0.011,66.218
1675986748.28,21.05,14,19.71,0.015,65.244
1675986748.64,21.41,15,19.71,0.011,65.244
1675986749.01,21.78,15,19.71,0.018,65.244
1675986749.38,22.15,14,19.71,0.015,65.731
1675986749.75,22.52,15,19.71,0.007,66.218
1675986750.11,22.88,15,19.71,0.018,66.218
1675986750.48,23.25,15,19.71,0.018,65.244
1675986750.85,23.62,15,19.71,0.011,66.705
1675986751.22,23.99,15,19.71,0.011,65.731
1675986751.58,24.36,15,19.71,0.015,67.192
1675986751.95,24.72,15,19.71,0.018,65.244
1675986752.32,25.09,15,19.71,0.011,65.731
1675986752.69,25.46,14,19.71,0.018,65.731
1675986753.05,25.83,15,19.71,0.011,65.244
1675986753.42,26.19,15,19.71,0.022,64.757
1675986753.79,26.56,14,19.71,0.015,66.218
1675986754.16,26.93,15,19.71,0.011,65.731
1675986754.53,27.3,14,19.71,0.007,66.218
1675986754.89,27.67,15,19.71,0.015,66.218
1675986755.26,28.03,15,19.71,0.022,65.731
1675986755.63,28.4,14,19.71,0.018,65.244
1675986756.0,28.77,15,19.71,0.022,66.218
1675986756.37,29.14,15,19.71,0.011,65.244
1675986756.73,29.5,14,19.71,0.004,65.731
1675986757.1,29.87,15,19.71,0.011,64.757
1675986757.47,30.24,15,19.71,0.011,65.244
1675986757.84,30.61,14,19.71,0.022,65.244
1675986758.2,30.98,14,19.71,0.007,66.218
1675986758.57,31.34,15,19.71,0.004,65.731
1675986758.94,31.71,14,19.71,0.015,66.705
1675986759.31,32.08,15,19.71,0.015,66.218
1675986759.68,32.45,15,19.71,0.007,65.244
1675986760.04,32.82,14,19.71,0.004,64.757
1675986760.41,33.18,15,19.71,0.018,65.244
1675986760.78,33.55,15,19.71,0.011,66.218
1675986761.15,33.92,14,19.71,0.011,66.218
1675986761.52,34.29,15,19.71,0.029,65.244
1675986761.88,34.66,15,19.71,0.015,65.731
1675986762.25,35.02,15,19.71,0.011,66.218
1675986762.62,35.39,15,19.71,0.011,65.244
1675986762.99,35.76,15,19.71,0.018,65.731
1675986763.35,36.13,15,19.71,0.011,65.731
1675986763.72,36.49,15,19.71,0.015,65.731
1675986764.09,36.86,14,19.71,0.011,65.244
1675986764.46,37.23,15,19.71,0.022,66.705
1675986764.82,37.6,15,19.71,0.007,65.244
1675986765.19,37.96,15,19.71,0.004,65.731
1675986765.56,38.33,15,19.71,0.015,66.705
1675986765.93,38.7,15,19.71,0.011,65.244
1675986766.29,39.07,15,19.71,0.0,66.218
1675986766.66,39.43,15,19.71,0.015,65.731
1675986767.03,39.8,15,19.71,0.015,65.731
1675986767.4,40.17,14,19.71,0.007,64.757
1675986767.77,40.54,15,19.71,0.004,66.218
1675986768.13,40.91,15,19.71,0.004,66.218
1675986768.5,41.27,14,19.71,0.022,65.731
1675986768.87,41.64,15,19.71,0.018,66.705
1675986769.24,42.01,15,19.71,0.018,66.218
1675986769.61,42.38,15,19.71,0.018,65.731
1675986769.98,42.75,15,19.71,0.007,66.218
1675986770.34,43.12,14,19.71,0.011,65.731
1675986770.71,43.48,15,19.71,0.018,66.705
1675986771.08,43.85,15,19.71,0.007,66.218
1675986771.45,44.22,15,19.71,0.011,65.731
1675986771.82,44.59,15,19.71,0.011,66.705
1675986772.18,44.95,15,19.71,0.015,65.731
1675986772.55,45.32,15,19.71,0.018,66.218
1675986772.92,45.69,15,19.71,0.007,65.731
1675986773.29,46.06,15,19.71,0.007,66.218
1675986773.65,46.43,15,19.71,0.011,66.218
1675986774.02,46.79,15,19.71,0.011,65.731
1675986774.39,47.16,0,19.71,0.007,66.705
1675986774.76,47.53,14,19.71,0.015,65.731
1675986775.13,47.9,15,19.71,0.018,65.731
1675986775.49,48.26,15,19.71,0.007,66.705
1675986775.86,48.63,15,19.71,0.011,65.731
1675986776.23,49.0,15,19.71,0.007,64.757
1675986776.6,49.37,15,19.71,0.015,66.218
1675986776.96,49.73,15,19.71,0.011,66.218
1675986777.33,50.1,15,19.71,0.015,65.731
1675986777.7,50.47,15,19.71,0.018,65.244
1675986778.07,50.84,15,19.71,0.0,65.731
1675986778.43,51.21,15,19.71,0.015,66.705
1675986778.8,51.57,15,19.71,0.018,65.731
1675986779.17,51.94,15,19.71,0.0,65.731
1675986779.54,52.31,15,19.71,0.007,65.244
1675986779.9,52.68,15,19.71,0.022,65.731
1675986780.27,53.04,15,19.71,0.007,65.731
1675986780.64,53.41,15,19.71,0.007,65.244
1675986781.01,53.78,14,19.71,0.011,65.731
1675986781.38,54.15,15,19.71,0.004,66.705
1675986781.74,54.52,15,19.71,0.015,66.218
1675986782.11,54.88,15,19.71,0.015,66.218
1675986782.48,55.25,15,19.71,0.004,65.731
1675986782.85,55.62,15,19.71,0.011,64.27
1675986783.22,55.99,15,19.71,0.007,66.218
