0.07,15,20.95,-0.029,67.679
0.44,15,20.95,-0.04,69.14
0.81,15,20.95,-0.044,68.653
1.18,15,20.95,-0.04,68.653
1.54,15,20.95,-0.04,68.166
1.91,15,20.95,-0.055,68.166
2.28,15,20.95,-0.048,69.14
2.65,15,20.95,-0.033,69.627
3.01,15,20.95,-0.037,68.653
3.38,15,20.95,-0.033,69.14
3.75,15,20.95,-0.04,68.653
4.11,15,20.95,-0.059,68.653
4.48,15,20.95,-0.04,69.627
4.85,15,20.95,-0.04,69.14
5.22,15,20.95,-0.04,68.653
5.58,15,20.95,-0.037,69.14
5.95,15,20.95,-0.037,69.14
6.32,15,20.95,-0.04,68.653
6.69,15,20.95,-0.033,69.14
7.05,15,20.95,-0.055,68.653
7.42,15,20.95,-0.059,68.166
7.79,15,20.95,-0.055,68.653
8.16,15,20.95,-0.073,68.166
8.52,15,20.95,-0.051,68.166
8.89,15,20.95,-0.055,69.14
9.26,15,20.95,-0.044,68.653
9.63,15,20.95,-0.044,70.601
9.99,15,20.95,-0.033,69.627
10.36,15,20.95,-0.033,68.166
10.73,15,20.95,-0.026,68.166
11.1,15,20.95,-0.033,68.653
11.46,15,20.95,-0.04,69.14
11.83,15,20.95,-0.018,68.653
12.2,15,20.95,-0.037,69.14
12.56,15,20.95,-0.04,69.14
12.93,15,20.95,-0.022,69.14
13.3,15,20.95,-0.004,68.653
13.67,15,20.95,-0.007,69.14
14.03,15,20.95,-0.037,69.14
14.4,15,20.95,-0.022,68.166
14.77,15,20.95,-0.022,69.14
15.14,15,20.95,-0.037,69.14
15.5,15,20.95,-0.011,68.653
15.87,15,20.95,-0.015,69.14
16.24,15,20.95,-0.004,69.627
16.61,15,20.95,-0.026,68.166
16.97,15,20.95,-0.026,69.627
17.34,15,20.95,-0.033,68.166
17.71,15,20.95,-0.029,69.14
18.08,15,20.95,-0.044,69.14
18.44,15,20.95,-0.048,69.627
18.81,15,20.95,-0.048,68.653
19.18,15,20.95,-0.04,68.653
19.55,15,20.95,-0.018,68.653
19.91,15,20.95,-0.059,68.653
20.28,15,20.95,-0.055,68.653
20.65,15,20.95,-0.026,68.653
21.02,15,20.95,-0.026,68.653
21.38,15,20.95,-0.029,69.14
21.75,15,20.95,-0.037,68.653
22.12,15,20.95,-0.033,68.166
22.49,15,20.95,-0.026,68.653
22.85,15,20.95,-0.029,68.653
23.22,15,20.95,-0.029,68.653
23.59,15,20.95,-0.044,69.14
23.96,15,20.95,-0.04,68.166
24.32,15,20.95,-0.029,69.14
24.69,15,20.95,-0.033,68.653
25.06,15,20.95,-0.066,69.627
25.43,15,20.95,-0.059,69.14
