0.07,22,20.95,0.007,69.627
0.44,22,20.95,0.007,70.601
0.81,22,20.95,0.033,71.088
1.17,22,20.95,0.085,70.114
1.54,22,20.95,0.033,69.627
1.91,22,20.95,0.059,69.14
2.28,21,20.95,-0.015,70.114
2.64,21,20.95,-0.04,70.601
3.01,21,20.95,-0.044,69.627
3.38,21,20.95,-0.029,70.114
3.75,21,20.95,-0.048,69.14
4.11,21,20.95,-0.026,69.627
4.48,21,20.95,-0.033,70.601
4.85,21,20.95,-0.044,70.601
5.22,22,20.95,-0.033,69.627
5.58,22,20.95,-0.04,70.114
5.95,22,20.95,-0.04,69.627
6.32,22,20.95,-0.026,70.114
6.69,22,20.95,-0.037,70.114
7.05,22,20.95,-0.04,69.14
7.42,22,20.95,-0.033,70.114
7.79,23,20.95,-0.051,69.14
8.16,22,20.95,-0.051,70.114
8.52,23,20.95,-0.048,70.114
8.89,23,20.95,-0.04,69.14
9.26,23,20.95,-0.026,70.601
9.63,23,20.95,-0.004,70.114
9.99,24,20.95,0.004,69.627
10.36,24,20.95,-0.004,69.627
10.73,24,20.95,-0.015,70.601
11.1,23,20.95,-0.007,70.601
11.46,23,20.95,-0.022,68.653
11.83,23,20.95,-0.015,70.114
12.2,23,20.95,-0.0,70.601
12.57,23,20.95,-0.026,70.114
12.93,22,20.95,-0.033,70.601
13.3,23,20.95,-0.026,70.601
13.67,22,20.95,-0.004,70.114
14.04,22,20.95,-0.004,69.627
14.4,22,20.95,-0.022,70.601
14.77,22,20.95,-0.029,70.114
15.14,22,20.95,-0.018,70.114
15.51,22,20.95,0.026,69.627
15.87,0,20.95,0.0,70.114
16.24,22,20.95,-0.007,69.627
16.61,22,20.95,0.033,69.627
16.98,22,20.95,0.059,69.14
17.35,22,20.95,0.059,69.627
17.71,22,20.95,0.007,70.114
18.08,22,20.95,0.007,68.653
18.45,21,20.95,0.015,70.601
18.82,22,20.95,-0.011,69.627
19.18,21,20.95,-0.022,70.601
19.55,21,20.95,-0.033,69.14
19.92,21,20.95,-0.033,70.114
